title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Computer Vision Software Engineer,Alaant Workforce Solutions,5.0,"Albany, NY",-1,-1,"We are actively recruiting for this role, with all interviews, hiring and new hire on-boarding being done virtually. The start date is immediate, with work to be performed remotely until bans for onsite work are lifted. 

Alaant is now recruiting for a Computer Vision Software Engineer to support the work of a leading software research and development company. Our client specializes in computer vision, data and analytics, scientific computing, medical computing, and software process. This company works with and develops solutions for Fortune 500 companies along with government and academic laboratories worldwide.

What you will do:

Design and implement large scale frameworks using C++ to conduct high level algorithms while working cross-functionally using various platforms from desktop to cloud infrastructure. You will also be working with object detection, image manipulation along with 3D detection to name a few.

Why this is a great job!

You will be given the opportunity to work on large scale projects that will stretch you
You will be working with computer vision, machine learning and artificial intelligence technologies and be part of various test sites
You will collaborate with leaders in this space and collaborate with professionals nationally & worldwide

What you will bring:

Bachelor’s degree in computer science, master’s degree preferred
3-5 years’ experience as Software Developer
Strong C++ skills
Experience with designing and implementing complex systems
Experience with optimizing code
Experience with Python a plus
Experience with GPU a plus
Strong knowledge of Computer Vision applications
Strong verbal communication

Military Occupation Specialty (M.O.S) Code Equivalents:

Army: 255A, Marine: 4025, Navy: DP

For more details on this role contact:

Megan Ermalowicz, Talent Acquisition Manager megan.ermalowicz@alaant.com 518-689-0710 phone

This is an active role, with an immediate start date. All hiring and on boarding will be done virtually.

Due to government/contractual restrictions, only candidates that are US Persons (citizens, permanent residents, green card) will be considered.

Alaant Workforce Solutions wants all interested applicants to know we are hiring a diverse workforce and are actively recruiting candidates in accordance with diversity, inclusion and equal opportunity policies.

Connect with us on LinkedIn, Facebook, Twitter, Instagram & Glassdoor

At Alaant we believe in People First! We Care. We Listen & We Support.

www.alaant.com
","/Overview/Working-at-Alaant-Workforce-Solutions-EI_IE2285064.11,37.htm"
Software Engineer - Intersight Networking,Cisco Systems - Engineering - Software,4.1,Division of Cisco Systems,-1,-1,"What You'll DoAre you self-driven, passionate, and have tons of experience in cloud native technologies, looking for an opportunity to make a difference? Look no further, we are currently looking for talent to be a catalyst of our growing dynamic development team. We are working on a ground breaking new approach to manage the our extensive portfolio of products and are looking for engineers who are not afraid to take risks, think out of the box, to join our Intersight development team as part of Cisco's Data Center Compute portfolio. Data Center Compute is the home of UCS set of products supporting a strong 60,000 customer base.

Cisco Intersight is a cloud-based system management platform for Cisco UCS (Unified Computing System), HyperFlex and other data center products. It provides a more intelligent level of management that enables IT organizations to analyze, simplify and automate their environments. It is driven by analytics and machine learning to provide actionable intelligence for IT operations management.Who You'll Work WithThis is a unique opportunity to be part of a dynamic core team and help shape the future of Server management technology, product direction and eventually the business in Data Center. You should be a hands-on leader, excelling in communication, ownership and customer focus.Who You AreA successful candidate will bring deep technical and software expertise especially in cloud native technologies and ability to work within a fast moving, startup like environment to deliver solid code that has a broad business impact. More than any other quality, we are looking for those driven by the challenge of solving unique and difficult technical problems, those who thrive and excel when given creative freedom, and those who aren't afraid to dive into new territory (technical or otherwise) and learn something new. You should have a good sense of product design, and be willing to work in small, self-organizing teams. If you are looking to excel in a fast-paced environment creating cutting edge network management solutions and want to make a significant long lasting impact, this job's for you!Minimum QualificationsThe ideal candidate demonstrates a system-level focus while understanding the impact of every component. Broad knowledge of and exposure system management software are essential for success in this role.

Management systems experience (Network Management, Systems Management, Datacenter Automation)System software experience in a linux platform environment.Strong C/C++ or GoLang programming skill.Strong design skill using object oriented methodologiesFamiliarity with GIT, JSON, Micro services, Docker, KubernetesExperience with multi-threaded, multi-component complex systemsExperience with model-driven architectures and meta-model-driven systemsMS CS/CE with 6 - 8+ years of related experience, or BS CS/CE with 7 - 10+ yrs related experience

Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis.

Cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.We Are Cisco#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool.","/Overview/Working-at-Cisco-Systems-Engineering-Software-EI_IE1425.11,24_DIV1488034.htm"
Escalation Engineer,MemSQL,4.3,"Portland, OR",$79K-$116K ,"$94,150","Position Overview

Our customers are at the forefront of some of the most interesting data in the world, using MemSQL to push the boundaries every day. To do this well, they leverage the expertise of our Support Engineering Team, composed of technical subject matter experts on the frontlines of critical customer issues.

Our Escalation Engineers are our go-to resource for our most challenging customer cases, which can include technical complexity or politically charged escalations. They are the ones that are able to take ownership of any customer issue and see it through to resolution. In this Escalation Engineering role you should expect to be delving deep into database engine internals and memory allocators, investigating Linux performance or host configurations to see how they might be impacting the database, or troubleshooting complex SQL query behavior, all in the name of resolving critical customer or product issues.

As a member of our Support Engineering team, you will be constantly learning a wide range of customer systems and technical concepts or new product features to ensure you are ready to handle the new and exciting challenges that customers encounter. To accurately identify the source and solution of an issue, this team will take the time to learn about the customer's business and systems while helping to improve their fundamental MemSQL and database operational knowledge. This often requires additional research and time spent on learning new technologies and tools outside of MemSQL while also being deeply engaged with multiple departments including engine development teams, query performance, product management, infrastructure SREs, and others.

Role and Responsibilities

Provide email and live technical support to our enterprise customers.
Act as our highest escalation point for critical customer outages and escalations.
Identify and reproduce product issues and submit formal bug reports or feature requests to the appropriate development team.
Oversee postmortems and root cause analyses with the intention to prevent a repeat occurrence and to improve the product or internal procedures.
Identify and recommend product changes or improvements to better meet our customer's needs or reduce any friction of using MemSQL.
Collaborate with software developers, solution engineers, and technical account managers to keep all teams up to date with current issues a customer may be facing.
Work to streamline and improve various Support and Engineering processes and troubleshooting tools, author new internal run-books or public documentation, and help the team continually improve efficiency and effectiveness.
Participate in our team-wide on-call rotation that may include weekends and holidays or time required outside of normal business hours.

Required Skills and Experience

8+ years of previous escalation engineering or technical support experience.
Mastery of SQL databases and advanced skills with writing, optimizing, or debugging complex SQL queries or workloads. It is expected that you can interpret profiles and explain plans to understand performance and identify any issues.
A solid Linux devops/sysadmin skill set. That means you are hands-on with Linux and you know three ways to find a file, check utilization of system I/O, measure network throughput, and are comfortable navigating large log files.
Experience coding in one of the following: C, C++, Java, Python, Go
Familiarity with distributed systems and AWS/GCP. You understand how organizations deploy and maintain distributed applications and services across multiple machines.
Strong written and verbal English communication skills. Have the ability to explain technical concepts to a wide range of end-users.

Bonus points if you have

Familiarity with Kubernetes and containerization technologies.
Previous Linux/Unix system administration experience.
Previous SQL database administration experience.
Previous SaaS product support experience

MemSQL is The No-Limits Database™ powering modern applications and analytical systems with a cloud-native, scalable architecture for maximum ingest and query performance at the highest concurrency. MemSQL envisions a world where every business can make decisions in real time and every experience is optimized through data.

Global enterprises use the MemSQL distributed database to easily ingest, process, analyze, and act on data in order to thrive in today's insight-driven economy. MemSQL is optimized to run on any public cloud or on-premises with commodity hardware. Visit memsql.com or follow us @memsql.

Consistent with our commitment to diversity & inclusion, we value individuals with the ability to work on diverse teams and with a diverse range of people.

To all recruitment agencies: MemSQL does not accept agency resumes. Please do not forward resumes to MemSQL employees. MemSQL is not responsible for any fees related to unsolicited resumes and will not pay fees to any third-party agency or company that does not have a signed agreement with the Company.","/Overview/Working-at-MemSQL-EI_IE633058.11,17.htm"
Software Engineer,Elder Research,3.8,"Fort Meade, MD",$74K-$112K ,"$92,114","Position Location: Fort Meade, MDHome office Location: Linthicum, MDAll applicants must be a US citizen and have an active TS/SCI within the past 2 years.
Elder Research Inc. is a recognized leader in predictive analytics and machine learning. We pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We are looking for innovative and inquisitive self-starters who enjoy translating complex models into actionable solutions that deliver real value for our clients. We have multiple openings in the Baltimore-Washington Metropolitan area for Software Engineers to support our Defense & Intelligence business.
As a Software Engineer in the Defense & Intelligence Business Unit, you will join a functional team of accomplished Data Scientists and Software Engineers that delivers data science solutions to address the toughest national security challenges. You will work closely with data scientists, business consultants, other software engineers, and the system users to create and deploy applications that help the customer make actionable, data-driven decisions. Candidates should have the ability and the willingness to tailor applications to a client’s specific business goals using an iterative methodology.
The Software Engineer designs, develops, tests, deploys, documents, maintains and enhances complex and diverse software systems based upon documented requirements. These systems might include, but are not limited to, processing, intensive analytics, novel algorithm development, manipulation of extremely large data sets, and real-time systems.
Required Qualifications

At least 3 years of technical experience working with data and deploying analytical solutions.
BS in Computer Science or related field, or equivalent experience. (Master’s degree and Phd’s preferred)
All applicants for cleared contracts must be a US citizen and have an active TS/SCI within the past 2 years.
Software development experience, Java or Scala preferred
Experience with ELK (ElasticSearch, Logstash, Kibana) stack, and NiFi
Software development using languages such a C++, Python, Ruby, Perl, Javascript is a plus.
Experience with Agile Development processes
Experience developing and implementing algorithms to meet or exceed system performance and functional standards
Excellent written and verbal communication skills to evaluate and describe complex technical solutions for management, non-technical users and team members
Experience in any of the following areas preferred: Data Visualization, User Experience Design and Implementation, Data Structures, Database Administration and Manipulation, DevOps (Infrastructure, Continuous Integration and Automation, Packaging and Deployment), Operationalizing Algorithms, Web Development, Cloud Platforms and SaaS, Scientific Computing, Storage and Retrieval

About Elder Research, Inc. 
Elder Research is a fast growing consulting firm specializing in predictive analytics. Elder Research has been in the data science business over 20 years providing analytic solutions to hundreds of companies and organizations across numerous industries. At Elder Research, you’ll be part of a fun, friendly community. In keeping with our entrepreneurial spirit, we want candidates that are self-motivated with an innate curiosity and strong team work ethic. We work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.
Achieving success on defense, intelligence and security projects requires a data science team with broad experience, critical thinking, a proven ability to solve complex problems, and the ability to effectively communicate results. Our team relies on well-trained technical personnel who have experience with tools, algorithms, best practices, and custom software development to navigate the frontier of unsolved problems we typically encounter. Our team enjoys great variety in the type of work they do and exposure to a wide range of analytic techniques and tools.
Elder Research, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. ","/Overview/Working-at-Elder-Research-EI_IE266908.11,25.htm"
Machine Learning Engineer,HireNetworks,4.6,"Raleigh, NC",-1,-1,"Machine Learning Engineer - 8344
Seeking a strong ML engineer to join our small biometrics client’s product development and R&D teams, developing innovative data solutions that power wearable sensors for sports, fitness, health, and medical applications. This is a direct-hire opportunity onsite at the company HQ in midtown Raleigh, NC. Target salary range is $115,000 - $130,000 with some flexibility for the perfect fit, plus benefits. Local candidates are strongly preferred; no relocation assistance, sponsorship, or C2C arrangements are available for this one.
In this role, you will develop algorithms and assessments to analyze biometric sensor and activity sensor data. This will support the R&D teams in experimental studies and test-bed development. If this sounds like a neat opportunity, submit a resume!

Qualifications of the Machine Learning Engineer:Master’s degree with 5 years of work experience; OR B.S. in computer science, computer engineering, or electrical engineering, with 8 years of work experience Fluency in Python is a mustExpertise with a variety of analysis techniques (statistics, machine learning, and data mining) Demonstrated experience at delivering solutions from analysis of noisy or unstructured data Experience with a variety of signal processing techniques Experience with C and/or C++ is preferredAbility to work collaboratively in cross-functional, multi-disciplinary teams Ability to take initiative Experience with sensor systems strongly preferredExperience working with wearable sensor data a plusExperience working with health-related data desired

Contact Lindsay Allan at lallan@hirenetworks.com regarding this posting. A Word resume is preferred when applying.When looking for a job, have you ever heard the phrase… it is not about what you know, it is who you know?

At HireNetworks, it really is all about who we know.

Whether your current contract is coming to a close, you’re looking to advance your career or are a company on the hunt for new talent and wanting to expand…let HireNetworks put our networks to work for you.

HireNetworks is an equal opportunity employer.
Work is generally performed in an office environment in which there is only minimal exposure to unpleasant or hazardous working conditions. Must have an ability to sit for long periods throughout the day. Must be able to use a telephone or headset equipment. In rare circumstances, the incumbent must be able to lift 20 lbs., perform work at a computer terminal for 6 to 8 hours a day, and function in an environment with consistent interruptions. The work may be stressful at times and demand the ability to hit the key deliverables for the role. ","/Overview/Working-at-HireNetworks-EI_IE431977.11,23.htm"
Sr. Vision Engineer,SoftWear Automation,4.9,"Austell, GA",-1,-1,"Softwear Automation is disrupting the $100B sewn products industry by reducing sewing labor costs via cutting-edge robotics. We are excited to be changing the clothing manufacturing industry in a way that hasnt been seen since the Industrial Revolution and are in need of a few smart, passionate people to join our growing team! Role Description:As a member of a highly collaborative and groundbreaking team, you will be challenged to build out our design-to-product CAD software pipeline and write robot control code. We are looking for an experienced machine vision specialist to help us develop image-processing algorithms to support our fabric handling, identification, and defect detection systems. You will be working closely with the rest of our team to build the technology that will allow clothing brands to respond even more quickly to customer needs and desires. Duties & Responsibilities:

Research and implement computer vision and machine learning primitives
Collaborate and contribute with other engineers to facilitate creation of novel embedded architectures
Find the optimal balance between setting and maintaining a research direction, and day-to-day delivery of robust and flexible services
Research, develop, maintain and build state-of-the-art algorithms to analyze images
Execute model building
Determine implementation of algorithms

Critical Skills & Experience:

Solid machine/ computer vision experience
5+ years of continuing development skills: C++, Python, Linux environment, etc
Proficient in algorithms and mathematics
Deep understanding of software architecture and object oriented programming/design
Collaborate with hardware architects to facilitate creation of novel embedded architectures for future deep learning workloads
Flexible, can-do attitude

Desired Experience:

Experience with OpenCV
Experience with CUDA
","/Overview/Working-at-SoftWear-Automation-EI_IE1104963.11,30.htm"
Senior Machine Learning Engineer,Leidos,3.4,"San Diego, CA",$105K-$182K ,"$144,717","DescriptionJob Description:The Leidos Innovations Center (LInC) of Leidos is seeking a Senior Machine Learning Engineer to lead an exciting new project in our San Diego, CA offices. The project will advance state-of-the-art performance of novel machine learning algorithms, demonstrate algorithm performance with real test data, select processing hardware to implement the algorithms, and develop system prototypes to deploy the algorithms for field testing. The project will require leadership of Leidos technical personnel, coordination with subcontractors, and close communication with the project sponsor.

A growth mindset and a strong desire to learn new skills to tackle challenging problems in the presence of incomplete information is a priority. The candidate should be exceptionally motivated to develop innovative solutions to challenging technical problems, including learning new technologies and expanding breadth of expertise. The candidate should be able to work independently and with a team to develop solutions. You will have the unique opportunity to work at the intersection of several technical domains. You will be developing and testing algorithms and software to optimize system performance, but also considering how to deploy them in resource-constrained environments and scale them to larger systems

Primary Responsibilities:

Responsible for research, design and development of Cyber Assessment of Wireless Devices. Duties may include designing, developing and analyzing systems for the extraction of information from wireless devices. Impact: Achievement of key project/program objectives and deliverables. Responsible for entire project or processes spanning multiple technical areas. Manages large projects or processes with moderate impact on the achievement of sub-family results.

Develops solutions to complex technical issues and problems that impact multiple areas or disciplines. Regularly employs creativity and ingenuity to develop new technical solutions and systems in order to achieve timely objectives. Communicates effectively with internal team members and client team members. May communicate with external partners (sub-contractors, vendors, etc). Works to positively influence project/team leaders regarding solution design, process and/or approach. Requires expert level knowledge and ability to apply advanced technical principles, theories, and concepts.

Basic Qualifications:

• Degree in CS, EE, or related field. BS + 8 yrs, MS + 6 yrs, or PhD + 2 yrs.

• Demonstrated experience advancing state-of-the-art research and development in machine learning, embedded software, and/or digital signal processing algorithms.

• Demonstrated experience leading small technical team with exceptional project execution results.

• Demonstrated experience with systems engineering including requirements development and technical trade study definition and execution.

• Demonstrated expert-level programming experience with C++, Python, and/or Matlab

• Demonstrated experience mentoring junior engineers and growing technical teams.

• Excellent verbal communication and interpersonal skills.

• Active DoD Secret security clearance with SSBI.

Preferred Qualifications:

• Experience with electronic warfare systems.

• Experience building and evaluating statistical models, especially high-dimensional analysis.

• Experience designing software architectures to support efficient development, analysis, and long-term maintenance.

• Experience with developing and evaluating machine learning algorithms.

• Experience with physics-based modeling and simulation.

• Experience with radar signal processing algorithms and analysis.

• Experience developing embedded software with real-time requirements.

• Experience working with and evaluating collected test data.

• Experience with alternative computing paradigms.

• Experience developing and evaluating tracking algorithms.

• Experience with software development lifecycles (e.g. spiral, agile) and software development processes (e.g. TDD, FDD)

• Experience with integration and regression testing.

• Experience using configuration management tools such as Git

• Ability to obtain DoD Top Secret security clearance.External Referral Bonus:EligiblePotential for Telework:NoClearance Level Required:SecretTravel:Yes, 10% of the timeScheduled Weekly Hours:40Shift:DayRequisition Category:ProfessionalJob Family:Signal Processing EngineeringLeidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.","/Overview/Working-at-Leidos-EI_IE730545.11,17.htm"
Machine Learning Engineer,Klaviyo,4.8,"Boston, MA",$72K-$124K ,"$110,631","
We love programming and the excitement that comes with building something people use. We are the kind of people that love talking to users and can find the balance between solving a problem quickly and thinking about how your code will work in the future. We love to move fast, keep learning and get stuff done.

Our data science team is still in its early days and you'll have a big impact on our direction and how we operate. You'll be central to researching, developing and shipping products that help our customers learn and grow from their data. For this role, we're looking for people who have developed split brains--software engineers who have become great at writing machine learning code or data scientists who have become great software developers.
Technologies we use (not comprehensive!):Python

Numpy, Scipy, Pandas

Aurora, Cassandra, Kafka

HTML, JavaScript, React

SageMaker


How you will make a difference:




Analyze large data sets (we're collecting billions of individual actions every month).
Build products that enable our customers to grow faster and communicate more effectively with their customers.
Develop machine learning models and pipelines for research and production.





Who You Are:




Have experience implementing machine learning models, data pipelines and testing frameworks for research and production use.
Have demonstrated a measurable impact based on the models you've created. It's not always easy getting a model correct, we love talking about places we got stuck and work as a team to think through ideas that could unblock us.
Have experience processing cloud-scale data using parallel, elastic, streaming and similar techniques.
Enjoy tuning and validating machine learning models and take a rigorous approach.
Understand how to profile code and optimize performance.
Aspire to correctness (e.g. in your code, in drawing conclusions from data)
Have a bachelor's or advanced degree in computer science, applied math, statistics or other relevant quantitative discipline, or equivalent industry experience.




Get to know Klaviyo

Klaviyo is the world's leading owned marketing platform known for accelerating revenue for online businesses using the channels they own like email, web, and mobile. Enabling companies to leverage these owned marketing channels, Klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. And unlike other marketing platforms, Klaviyo doesn't force companies to compromise between advanced functionality or ease of use - so companies of all sizes are able to maximize their sales quickly. That's why over 28,000+ innovative companies like Unilever, Custom Ink and Eventbrite sell more with Klaviyo.
","/Overview/Working-at-Klaviyo-EI_IE1169266.11,18.htm"
Engineer - Software (Mid-Senior),Space Dynamics Laboratory,4.6,"Albuquerque, NM",$58K-$122K ,"$90,216","Is it time for a new opportunity? Want to work on important and meaningful problems? Want to be part of the biggest technology transformation of the 2020's? Come join a high-performing, forward-thinking software development team with an empowering, growth-oriented culture and leading-edge technology and development methods.

Space Dynamics Laboratory is seeking several mid- to senior-level software engineers to become a permanent part of our team. We are building the next generation of digital ground systems to automate command, control, and telemetry of a new class of satellites revolutionizing public and private sector space technology. Our projects support numerous space missions and are focused on building innovative, new capabilities of national importance.

Space Dynamics Laboratory (SDL), a DoD University Affiliated Research Center, has developed innovative technologies and solutions on cutting-edge DoD and intelligence programs for six decades. Our expertise is in small satellite technologies, ground stations, space and airborne sensors, test and calibration, data visualization and assurance, and cybersecurity.

Candidates should possess maturity in one or more of the following areas: software systems engineering, hardware/software integration, software architecture, software development methodologies, distributed systems design, algorithm development, cloud and edge computing, web UI/UX design, real-time processing, APIs, microservices, data analytics and visualization, or AI/machine learning.

Required Qualifications:

·Bachelor’s degree in computer science, engineering, or related field and 5+ years experience in software development

·Mastery of technical skills in programming and systems development in at least one of the following languages: C#, C++, Python, TypeScript or JavaScript

·Demonstrable experience and expertise in the application of industry-accepted software design patterns and principles

·Demonstrable experience and expertise with common software development practices, including:

– Software requirements analysis and specification

– Agile/Scrum or similar methodologies

– Version control and continuous development/integration

– Efficient and comprehensive testing strategies

– Cross-platform implementations (Windows and Linux)

· Good communication skills, both written and verbal

· Must be able to work effectively both independently and with a team

· Must be a US citizen and be able to obtain a US government security clearance

· Some travel may be required

Preferred Qualifications:

·Graduate degree in computer science, engineering, or related field

·Ability to provide mentoring and/or leadership to junior engineers

·Strong understanding of messaging frameworks and communications protocols

·Experience with the development of microservices and/or service-oriented architectures

·Experience with Kubernetes and/or Docker container deployment

·Experience with cloud architectures, technologies and deployment (AWS, AWS GovCloud, Azure, etc.)

·Understanding of cybersecurity threats and mitigation techniques

·Experience with Atlassian management tools (JIRA, Confluence, Bitbucket, etc.)

·Experience with satellite flight or ground systems

· Strong interest in contributing to critical national infrastructure

SDL Benefits:

At SDL, we take pride in and highly value our employees. SDL offers competitive salaries and a fantastic benefits package, including:

·Flexible work schedules

·Generous annual, sick, and holiday paid leave

·A variety of inexpensive-premium, high-quality health, dental, vision, and life insurance options

·Generous employer retirement contribution (Up to 14.2% of annual gross earnings)

·Discounted Utah State University tuition of 50% for employees and dependents

·Access to USU facilities and USU staff privileges

Instructions to applicants:

Along with the online application, please submit

·Cover Letter

·Resume

Upon completion of the initial application, you will receive an e-mail requesting that you complete a video interview. For more information, please visit: https://hirevue.secure.force.com/E2Candidate/?lang=en_US

Please contact us if you do not receive a confirmation email within 24 hours of application.AA/EOE
","/Overview/Working-at-Space-Dynamics-Laboratory-EI_IE107664.11,36.htm"
Data Engineer,Maxar Technologies,3.5,"Herndon, VA",$105K-$115K ,"$111,511","Maxar is seeking an independent, creative and driven Data Engineer to help our team by analyzing and characterizing big data and a range of other data sources for National Security purposes. The ideal candidate is passionate about technology and able to learn quickly.

Maxar is seeking an independent, creative and driven Data Engineer to help our team by analyzing and characterizing big data and a range of other data sources for National Security purposes. The ideal candidate is passionate about technology and able to learn quickly.

Why us? 

We build advanced algorithms to gain analytic insights from a large range of open source and government data.

We enable machine learning systems, automate workflow, and design and develop custom applications for unique national-security mission.

We operate an end-to-end predictive analytic platform unlike any other within the US Government.

We provide training to expand your skills and challenges to develop them.

Our clients missions are vital to national security, so were mission-first always.

Our work environment is relaxed business casual.

At our core we believe and practice social responsibility.

What will you be doing? 

Work with a variety of data at a variety of volumes and velocity on Linux systems connecting to multiple data sources.

Using Niagara Files to augment the existing data distribution service team for a large analytic repository. 

Creating processors within Niagara Files and establishing new data flows/troubleshooting existing data flows to the various hardware instances associated with the customer's various analytic hosting platforms. 

Create rapid prototypes and design and implement complex, cutting-edge systems with a focus on collecting, parsing, managing, analyzing, and visualizing large sets of data to extract meaningful knowledge.

Work with emerging technologies and data science techniques in support of endeavors to address critical needs of the Intelligence Community, Department of Defense, and other government agencies.

Minimum Requirements: 

Current/active TS/SCI security clearance and be willing and able to obtain a CI Polygraph.

Bachelor's degree in Engineering, Computer Science or related field. 4 additional years of experience may be substituted in lieu of a degree.

Minimum 2 years of relevant experience.

Experience with Niagra Files (NiFi).

Experience with Linux.

Desired Skills: 

Experience with object-oriented programming languages (Java, Python, etc.).

Knowledge of big data toolsets (Hadoop, Yarn, Spark, Accumulo, etc.).

Experience with SSL/PKI, to include ability to isolate and resolve SSL-related server and client issues.

Experience with NoSQL databases (ElasticSearch, Accumulo).

Experience with SQL/database.

CompTIA Security+ certification or CISSP certification.

#cjpost","/Overview/Working-at-Maxar-Technologies-EI_IE1969055.11,29.htm"
"Computer Vision Engineer, C++ & MATLAB",MathWorks,4.4,"Natick, MA",$92K-$162K ,"$131,538","Join the computer vision development team to deliver state-of the art algorithms in MATLAB and Simulink.


Develop state-of-the-art computer vision algorithms, apps and examples to deliver to customers worldwide
Participate in planning and prioritizing, write functional specifications and lead design reviews
Implement and test algorithms using MATLAB and C++ on Windows, Linux, and Macintosh platforms
Collaborate with other developers, quality engineers, usability specialists, and documentation writers

Ph.D. or M.S. and 4+ years of experience in solving computer vision problems
Broad foundation in computer vision theory and algorithms
Experience with MATLAB and C++
Software development experience
Excellent communications and team skills
Experience in the area of 3-D vision: camera calibration, multi-view geometry, SLAM, point cloud processing are highly desired
Familiarity with machine learning and deep learning

Expertise with Computer Vision
Expertise with C++
Expertise with MATLAB
A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience, or a PhD degree, or equivalent experience) is required.
","/Overview/Working-at-MathWorks-EI_IE17117.11,20.htm"
