title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Strategic Consultant Manager- PS,Anthem,3.3,"Indianapolis, IN",$73K-$139K ,-1,"DescriptionSHIFT: Day Job

SCHEDULE: Full-timeYour

Talent. Our Vision. At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re

creating greater access to care for our members, greater value for our

customers, and greater health for our communities. Join us and together we will

drive the future of health care.

This

is an exceptional opportunity to do innovative work that means more to you and

those we serve at one of America's leading health benefits companies and a

Fortune Top 50 Company.

Strategic Consultant Manager

The Anthem Strategy Consulting (ASC) team develops

enterprise-wide strategies and transformational solutions to address some of

the most complex challenges in healthcare today. We are looking for an innovative

leader with exceptional quantitative problem-solving and leadership skills who

is passionate about improving lives and communities and simplifying healthcare.

What You’ll Do

Lead larger scale or enterprise-wide level engagement teams and complex projects that cross multiple business units while problem-solving difficult challenges with known and unknown solutions.Work independently to partner with business leaders and teams to scope, define and coordinate initiatives in support of business innovation and strategy. Serve as an internal consultant to department leaders on the development and refinement of strategic plans. Play a key role in driving major corporate strategy and innovation initiatives as well as short and long range planning processes enterprise wide. Develop and communicate corporate level strategies and innovation opportunities to executives that may include new business opportunities and competitive positioning. Lead market analyses initiatives targeted to drive growth.Develop and refine performance measures and internal/external benchmarks to develop an information framework that supports desired business outcomes. Develop complex financial and investment models and prepare ROI analysis for ASC team members and senior management while demonstrating thought leadership, innovative tendencies, and an ability to execute on strategy. Facilitate large cross-functional working sessions or meetings to align strategy and plan while also providing continuous improvement coaching and mentoring to team members. Other duties may evolve and be assigned. 

Qualifications

What We’re Looking for

Bachelor’s degree; Master’s degree and/or advanced professional degree preferred.At Least 3-5 years of business management or strategy consulting experience with a consulting firm and/or corporate strategy area preferred.Healthcare experience preferred.Relationship building and communication acumen including positive executive level interaction experiences and an ability to engage in difficult conversations.Experienced identifying competitive threats, defensive measures, and supporting the development of future strategic response and innovation options.Demonstrated experience contributing to the analysis of company needs and supporting the growth of business strategies.Exceptional analytical and quantitative problem-solving skills. Ability to work effectively with people at all levels in an organization.Excellent computer skills, demonstrating fluency with all key packages.Written, oral and presentation skills necessary to successfully influence senior executives.Self-starter who thrives in a fast-paced and ambiguous environment.Demonstrated project management skills.Ability to travel preferred.

Anthem, Inc. is ranked as one of America’s Most Admired

Companies among health insurers by Fortune magazine and is a 2018 DiversityInc

magazine Top 50 Company for Diversity. To learn more about our company and

apply, please visit us at careers.antheminc.com. An

Equal Opportunity Employer/Disability/Veteran.","/Overview/Working-at-Anthem-EI_IE925157.11,17.htm"
Neonatal ICU Lactation Nurse Consultant - Part time,BJC HealthCare,3.5,"Saint Louis, MO",$43K-$104K ,-1,"Additional Job Information
32 Hours per Week - Day/Evening Rotation - 8 hour shifts - Weekend Rotation as Required by Department - Benefits Eligible -
Job ID: 1198445

Employment Status: Part-Time

More Information:For more than 130 years, St. Louis Children's Hospital has provided exceptional care for children in all 50 states and 80 countries around the world. With its academic partner, Washington University School of Medicine, Childrens is consistently ranked among the nations best pediatric hospitals by U.S. News & World Report. A member of BJC Healthcare, St. Louis Childrens Hospital follows one simple mission to do whats right for kids. That mission comes to life through medical discovery, innovative therapies and compassionate care. In 2018, Children's expanded with a state-of-the-art, 12-story medical tower. To learn more, visit StLouisChildrens.org, Facebook, Twitter and Instagram.OverviewRole Purpose

The lactation consultant is responsible for coordinating the care of the breast feeding mother. Serves as a resource to the staff RNs, assisting them in giving breastfeeding support and information to nursing mothers, as well as educating new staff in how to teach breastfeeding. Provides care to patients with complications related to breastfeeding.

Responsibilities
Monitors patients response and modifies plan of care accordingly.Utilizes nursing process to plan, direct, and provide breastfeeding teaching and support.Serves as a resource for the department regarding lactation education and information.Identifies patient and family education needs and coordinates appropriate educational resources.Provides accurate documentation as required.BJC has determined this is a safety-sensitive position. The ability to work in a constant state of alertness and in a safe manner is an essential function of this job.
Minimum Requirements

Degree
Nursing Diploma/Associate's
Experience
Supervisor Experience
No Experience
Licenses & Certifications
RN
Preferred Requirements and Additional Job Information

Licenses & Certifications
Basic Life Support (BLS) CertificationIBCLC
Clinical - Direct Skills
Certified Lactation Consultant - 1 year or moreBenefits StatementNote: not all benefits apply to all openings

- Comprehensive medical, dental, life insurance, and disability plan options



Pension Plan*/403(b) Plan
401(k) plan
Tuition Assistance
Health Care and Dependent Care Reimbursement Accounts
On-Site Fitness Center (depending on location)
Paid Time Off Program for vacation, holiday and sick time

*Pension does not apply to Memorial Hospital, Memorial Hospital East, Memorial Medical Group, Alton Memorial or Parkland Health CenterLegal StatementThe above information on this description has been designed to indicate the general nature and level of work performed by employees in this position. It is not designed to contain or be interpreted as an exhaustive list of all responsibilities, duties and qualifications required of employees assigned to this job.

Equal Opportunity Employer
","/Overview/Working-at-BJC-HealthCare-EI_IE4650.11,25.htm"
Automotive Service BDC Consultant,Moxie Proactive Solutions/ Jeff Wyler Clarksville,,"Clarksville, Indiana",-1,-1,,
Renewable Energy Sales Consultant,Green Mountain Energy,3.7,"Killeen, TX",$30K-$40K ,-1,"GREEN MOUNTAIN ENERGY: For 20 years, Green Mountain Energy has led the fight against anthropogenic climate change. We are America's renewable energy leader, offering consumers an easy way to support clean power, and now more than ever we need individuals with excellent interaction skills, and who are passionate about preserving the environment, to join our team!
JOB DESCRIPTION: We engage with consumers (TX Residents) at farmers markets, festivals, local businesses, and community events, educating them about their right to support Pollution-Free energy and helping them make the easy switch to go green!
This position mainly involves face-to-face interaction behind booths at set venues (It does NOT involve door-to-door or telemarketing activity).
KEY QUALIFICATIONS:
-Strong communication skills and persuasiveness that let you converse freely with consumers and complete sign ups
-Motivation to meet individual sales goals and contribute to overall team goals
-Genuine interest in creating a cleaner environment, increasing consumer awareness, and improving your sales related skills
SCHEDULING: is flexible, part-time, and coordinated week by week. Availability can be anywhere from 20-29 hours a week. Minimum requirement: 1 weekend day availability (Friday-Sunday)
COMPENSATION: Excellent compensation package includes bonuses, paid training, flexible scheduling, supportive team environment, access to fun events, networking opportunities and advancement potential. Earnings range based on skill level. Many agents begin averaging $20 per hour, and many experienced agents average $50-$100 per hour.
PROFESSIONAL DEVELOPMENT: In addition to building your sales skills, we offer opportunities to enhance your resume by assisting with building partnerships in the area with local businesses and events, recruiting at job fairs, and training new team members. Plus, you get extra $$ bonuses for helping out!
TO APPLY: If you have great interaction skills, and a desire to work for a cause you believe in, then the world needs you now more than ever! Quick Apply for this position. Submissions must contain a phone number! Well-qualified candidates can expect contact within 1-3 days via email or phone.","/Overview/Working-at-Green-Mountain-Energy-EI_IE9205.11,32.htm"
General Application - HR Software Consultant,BambooHR,4.5,"Lindon, UT",-1,-1,"Welcome! Thank you for your interest in BambooHR!

If you're looking to express interest in our Sales department, you've come to the right place! Although we are not currently hiring for this team, we're using this open application to give you a head-start in expressing interest so we can consider you once we are hiring for this position again. Make sure to read everything carefully below, and thanks again!

About Us

Our mission is simple: we want to set people free to do meaningful work. People love our software--and it turns out that people love working here too. We've been recognized as a ""Best Company to Work For,” and we're proud of our team for receiving awards for workplace effectiveness and flexibility.

How This Works



You’ll receive a confirmation email letting you know that we received your application. You won't hear from us right away, but don't worry! Once we are hiring for this position, a member of our Talent Acquisition team will review your application and notify you of the next steps in the process.

At BambooHR, we're growing a lot, so we love considering people that have already seen the great things that Bamboo has to offer!

Things We Ask of You

1) We want you to find the right job for your skills and future career goals, so please make sure you don't submit an application here if you've already applied to another opening. This will help us better understand what you're really interested in.

2) Make sure you tell us the kind of position you want most and are most qualified for. What's your wheelhouse? Your passion? What kind of work really drives you? Positions are pretty competitive here, so this will allow us to look into positions that would give you the best chance.

What You’ll Do

As an HR solutions consultant, you'll be working with prospective clients to educate them on the BambooHR platform and show them the potential ROI it can provide for their businesses. This will result in closing new business for BambooHR. We have a proven process for successful B2B SaaS selling. You'll find that ours is a unique and successful sales culture. Check out what it's like to be an account executive at BambooHR. Your daily responsibilities include:


Contact SMB prospects by phone and email (no cold-calling)
Sales are conducted via web conference and phone (no travel necessary)

Schedule is full-time Monday-Friday (no nights or weekends)

What You Need to Get the Job Done

Track record of exceeding expectations
A desire to have a successful career in sales
Ability to articulate our value proposition to SMB via webinars, online demos, phone, and email
Experience identifying and qualifying opportunities
Demonstrated collaboration and negotiation skills
Great attitude, self-motivated, and a passion for growth
Excellent written communication skills

What Will Make Us REALLY Love you

You have an eye for detail
You maintain a balance of being a true team-player as well as having a competitive edge
You are passionate about sales

You have a positive attitude

You are coachable and have proven ability to take feedback and implement it
You have the ability to engage and communicate with customers in a positive and approachable way
You are a proven top performer in your experience

What You'll Love About Us

Financial Peace University. Bamboo pays for you to take the class, and you walk away with financial savvy and a bonus.
Great Company Culture. We’ve been recognized by multiple organizations like, Inc, Salt Lake Tribune, Glassdoor, & Comparably for our great workplace culture.
Work that Stays at Work. Genuine work/life balance served here!
Rest and Relaxation. 4 weeks paid time off, 11 paid holidays, and we pay you to go on vacation (ask us about this)!
Health Benefits. Medical with HSA and FSA options, dental, and vision.
Prepare for the Future. 401(k) with a generous company match.

An Equal Opportunity Employer--M/F/D/V

Because our team members are trusted to handle sensitive information, we require all candidates that receive and accept employment offers to complete a background check before being hired.","/Overview/Working-at-BambooHR-EI_IE676898.11,19.htm"
Consultant,Mavenlink,4.7,"Irvine, CA",$51K-$103K ,-1,"About the Role:

As a Services Business Consultant, you will drive the strategy and design of the Client solution to provide a Remarkable Client Experience. This includes providing tailored best practices and approaches to complex use cases and needs, developing a configuration and business process strategy, and managing the Mavenlink implementation process.


Continuously and consistently drive a Remarkable Client Experience!Work with clients to help them achieve operational excellence in their services delivery by implementing Mavenlink’s cloud-based solution that allows services driven organizations to effectively manage their entire project delivery lifecycle.Facilitate design and configuration sessions and provide business recommendations to ensure our clients experience value through the Mavenlink solution.Work with other team members to design client’s Mavenlink solution including core product configuration, custom reporting, integration with 3rd party applications such as Salesforce.com and JIRA, and conversions of data from legacy systems into Mavenlink.Develop and provide services industry domain expertise as it relates to Mavenlink’s world-class software solution.

About the Candidate:

The ideal candidate is self-motivated and directed, a collaborator, and has a can-do attitude. A real “go-getter!”Proven analytical and problem-solving abilities with strong attention to detail.Excellent written and oral communication and interpersonal skills.Understand the concept of scope management and how to identify potential risks.Ability to present ideas in a manner appropriate for the intended audience (technical and/or business).Ability to maintain a client focus and react quickly to problems while working in a fast-paced and dynamic startup environment.Ability to manage expectations and requirements of internal and external stakeholders while performing day to day activities via local and virtual channels.Willing and driven to continuously learn.Ability to effectively cope with change and maintain high levels of performance while mitigating risk and addressing areas of uncertainty.Be a team player! Ability to interact and perform in a cross-functional team environment while remaining sensitive to the varying cultures of both internal and external organizations.

Key Responsibilities:

Identify, assess and solve complex business problems. Understand our clients’ business requirements and objectives while ensuring alignment with the Mavenlink solution to drive desired business results.Assist or drive other deployment activities such as requirements gathering, functional design, system testing, user acceptance testing, issue troubleshooting and resolution, change management, and training.Work across internal teams to perform the full design of Mavenlink required for the deployment of the solution including core configuration, custom reports, integrations, and data migrations.Teamwork: Contribute to an environment that fosters collaboration and teamwork through sharing experiences, information, perspectives, skills, and expertise.Actively participate in the ongoing improvement of the Mavenlink product suite and the services implementation methodology to build and share repeatable processes and quality deliverables that may be leveraged across multiple projects to increase speed and reduce costs.Be a mentor and coach to other team members.Contribute to the collective learning of Mavenlink, seeking opportunities to identify and disseminate improvements to organizational methodology, processes, and practices.Contribute to the consultant toolset by identifying trends and support internal documentation, development projects, and process improvements.

Experience – Non-Technical

Experience leading solution design workshops, defining business needs, and proposing business processes.Experience implementing software solutions, in the project/software delivery lifecycle, and in executing to project plans to produce quality client deliverables.Experience in the areas of financial reporting, business intelligence, and key performance metrics. Knowledge related to managing and tracking project ROI metrics with experience in the presentation of financial dashboards or scorecards.Previous services industry experience and/or experience working with a Professional Services Automation (PSA) solution is a plus.

Experience - Technical

Possesses technical skills and project implementation experience designing, configuring, and deploying SaaS-based software solutions.Proficient in the use of standard business applications and specialized in-house and customer systems.Broad technical knowledge of internet-based products and technologies.Programming fundamentals & experience with relational databases and data analysis is a plus.A familiarity with cloud-based and on-premise applications and architectures - web services, APIs and XML/JSON data structures is a plus.



Qualifications

Bachelor's Degree is required.Demonstrated ability to perform the essential functions of the job typically acquired through 4+ years of progressive experience working in a client-facing role at a consulting firm, software company, or equivalent.Broad Technical knowledge of internet-based products and technologies.Willing to travel up to 25%.
","/Overview/Working-at-Mavenlink-EI_IE996870.11,20.htm"
Sales Consultant,ARS-Rescue Rooter,3.7,"Lorton, VA",-1,-1,"McCarthy Home Services, providing the Northern Virginia area with Quality HVAC services for 25 years!Take your Sales Career to new heights and discover your true selling potential! If you are a natural with SALES, If you are motivated by MONEY, If you are looking for a CAREER PATH, your job search stops here. Work independently out of one of our partnered retail home improvement locations where you engage with customers about energy savings, heating and cooling upgrades, air quality improvements, and how we can be a HUGE BENEFIT to them. Schedule a Free, In-Home Consultation and our industry experts will take over from there!  DON’T KNOW HEATING AND COOLING? DON’T WORRY, WE WILL TRAIN YOU!  Salary Expectations - $15 - $17 per hour PLUS weekly AND monthly Incentives Equals Potential for $25/Hour or MORE!!  Locations - We have retail locations in the following areas;Springfield, VAAlexandria, VAFalls Church, VAHybla Valley, VAAnnandale, VASchedule - Flexible, part-time or full-time work.At minimum, must be able to attend a sales meeting held each Thursday at 9am, and be willing to work at least 18 hours between Friday, Saturday and Sunday each weekend (additional hours are available). Qualifications; Ability to pass pre-employment background check and pre-employment drug screenSales experience requiredMust be available to work weekendsWillingness to complete further training to keep your skills sharpShare a passion in our commitment to provide Exceptional Service! All candidates are required to pass a drug screening and background check. ARS is an Equal Opportunity Employer. In compliance with the Americans with Disabilities Act, ARS may provide reasonable accommodations to qualified individuals with disabilities and encourages both prospective and current employees to discuss potential accommodations with the employer. Apply Now!","/Overview/Working-at-ARS-Rescue-Rooter-EI_IE6041.11,28.htm"
Senior Product Consultant - Fluent Japanese Speaker,Metromile,3.8,Remote,-1,-1,"About Us

On the off chance you've thought about insurance, it's likely because you've insured something you love, not because you loved your insurance company. Metromile is out to change that. As an insurtech powered by data science and customer-centric design, we're building a community of drivers who come for the savings and stay for the experience.

With technology at its core, Metromile is reimagining insurance to make it fairer and actually delightful. We're obsessed with savings, service, and features -- street sweeping alerts, monthly mileage summaries, fuel trackers and more -- that engage a customer all along their journey. We're on the forefront of disrupting a $250 billion auto insurance category that has gone unchanged for over 80 years.

Metromile's diverse team combines the best of Silicon Valley technologists with veterans from Fortune 500 insurers and financial services giants. This management structure ensures that the business is focused on growth, customer experience and technology innovation while also balancing unit economics and profitability. The team is growing quickly across its San Francisco, Tempe, and Boston offices. Our customer service, claims, and sales teams are all based in-house in the US.

This role is with Metromile's newest division, Enterprise Business Services (EBS). We are taking the amazing technology created to make our insurance business successful and providing it to other insurers to improve their business processes. The EBS team is devoted to helping all insurers provide seamless digital customer experience, fight fraud with machine learning and automate their back office. Our goals are ambitious but achievable thanks to an incredible team that you can be a part of.

About the role

As a Product Consultant, you'll be working closely with leadership, product, design, marketing and a dedicated set of engineers to create products that solve the biggest problems facing multi billion dollar companies. This means you will help large insurance customers understand and use exciting new products while revolutionizing their businesses in a changing landscape. As the main point of contact with our customers you will also hold the critical role of customer advocate, ensuring our engineering and product teams have the context and feedback they need to build great things. We are looking for someone with a strong analytical and strategic background who has worked with large legacy organizations to change their business processes and implement new technologies. This person will ideally have a technical background and be capable of understanding the nuances of complex machine learning powered SaaS systems. This position reports to the Director of Product Consulting.

You will

Partner across multiple teams on a variety of products to help guide their development
Champion the customer's point of view always
Partner with our sales team to lead the technical conversation with prospects
Perform product demos as a part of the consultative sales cycle
Build a detailed understanding of the nuances in our customers business and how our products fit into their models
Work directly with customers to manage their implementations and ensure they get the most value possible from our products
Become a Metromile Enterprise product expert with a full understanding of our suite including complex AI and Machine Learning based products
Be a highly collaborative and active member of the Metromile Enterprise team

About You

4-6 + years experience in consulting, strategy, technical account management or sales engineering
Has held a key role in the implementation of complex SaaS systems
Command over data with a strong analytical bend
Conversational level knowledge of Japanese
Passion to try new things and aggressively test new ideas
Experience working in a fast paced technology startup environment
Penchant for solving complex problems
Passion for customer success
Desire to get things done quickly and work in a fast moving environment
Experience partnering with sales teams as a technical resources preferred
BA / BS in Engineering, Business, or a related field required
Flexibility for up to 50% domestic and international travel
MBA or advanced degree preferred

What's in it for you

Competitive salary plus equity
Robust benefit options (health, dental, vision, 401K)
Generous parental leave
Mac equipment and adjustable workstations

Metromile is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.","/Overview/Working-at-Metromile-EI_IE653576.11,20.htm"
"Account Consultant, Digestive Health",Avanos,3.4,"Pittsburgh, PA",-1,-1,"Requisition ID: 2206

Job Title: Account Consultant, Digestive Health (Pittsburgh, PA)

Job Country: United States (US)

Here at Avanos Medical, we passionately believe in three things:


Making a difference in our products, services and offers, never ceasing to fight for groundbreaking solutions in everything we do;
Making a difference in how we work and collaborate, constantly nurturing our nimble culture of innovation;
Having an impact on the healthcare challenges we all face, and the lives of people and communities around the world.

At Avanos you will find an environment that strives to be independent and different, one that supports and inspires you to excel and to help change what medical devices can deliver, now and in the future.

Avanos is a medical device company focused on delivering clinically superior breakthrough solutions that will help patients get back to the things that matter. We are committed to creating the next generation of innovative healthcare solutions which will address our most important healthcare needs, such as reducing the use of opioids while helping patients move from surgery to recovery. Headquartered in Alpharetta, Georgia, we develop, manufacture and market recognized brands in more than 90 countries. Avanos Medical is traded on the New York Stock Exchange under the ticker symbol AVNS. For more information, visit www.avanos.com.

Position Title: Account Sales Consultant, Digestive Health

Geographic Territory: Pittsburgh, PA

Ideal Candidate Location: Field Based/Remote in Pittsburgh or surrounding suburbs

Target Markets: Senior Administration, General Surgery, Gastroenterology, Interventional Radiology, ICU/NICU, Pediatric/General Surgery, DMEs, Home Health, Surgical Centers, and Rehab facilities

Summary:

The Digestive Health (DH) Account Consultant is responsible for the positioning and selling of Avanos Medical Digestive Health related products and solutions within both Acute Care and Alternate Care accounts/facilities/departments. Responsibilities include all technical and conceptual sales aspects of the Avanos Medical DH product portfolio including, but not limited to, the validation of Avanos Medical’s DH product cost/value proposition leading to increased year on year sales as per the Avanos Medical Digestive Health sales plan and territory sales objectives. Digestive Health Products: enteral feeding tubes and accessories, radiologic/surgical tube placement kits, enteral feeding tube placement hardware and disposables, enteral feeding tube retention, enteral feeding intolerance, endoscopic accessories

Responsibilities:

•Sales positioning, analysis, and in-service implementation of all Avanos Medical DH product categories leading to year on year sales increases as per the Avanos Medical DH sales plan.

• The development and implementation of strong business value selling skills and overall Avanos Medical DH sales acumen.

• Developing and maintaining expertise across the entire range of Avanos Medical DH products and service platforms

• Tactical implementation of selling and business activities developed and implemented by the sales region to meet sales objectives

• Developing and maintaining high gain sales relationships with multiple decision makers and influencers within assigned accounts or markets; (surgeons, physicians, department decision makers and/or administrators)

• Development and implementation of contract and price negotiations/contract management with desired outcomes of obtaining committed business at the highest margins possible

• Effective collaboration with sales management, internal partners, stakeholders and customers

• Effective utilization of Avanos Medical DH sales and marketing resources necessary to meet objectives

• Effective territory budget management and utilization of Avanos Medical DH sales support resources, per policy

• Active participation with Region Manager in the strategic and tactical planning processes

Minimum Qualifications:

• Bachelor’s degree required

• At least 3 or more years of sales experience in B2B or the Health Care industry.

• Proof of a successful track record

• Demonstrates strong communication and interpersonal skills

• Evidence of continued personal and professional growth and development

• Excellent knowledge of PC based applications (Windows, Word, Excel, and PowerPoint) is required.

• Tactfully Aggressive

• Comfortable in Hospital Setting

• Travel by car required

Preferred Qualifications:

• 5 years of Medical Device Sales Experience Preferred

• Experience in Digestive Health products and related disease states.

• Prefer candidate to be in the Top 10% of Sales Force

• Hospital Sales Experience Preferred

• Salesforce.com experience preferred

Avanos Medical is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender identity or any other characteristic protected by law. If you are a current employee of Avanos, please apply here .

Join us at Avanos

Join us and you can make a difference in our products, solutions and our culture. Most of all, you can make a difference in the lives, people, and communities around the world.

Make your career count

Our commitment to improving the health and wellbeing of others begins with our employees – through a comprehensive and competitive range of benefits. We provide more than just a salary – our Total Rewards package encompasses everything you receive as an employee; your pay, health care benefits, retirement plans and work/life benefits.

401(k) + 6% match | immediate vesting | benefits on day 1 | uncapped sales commissions","/Overview/Working-at-Avanos-EI_IE2214580.11,17.htm"
Technical Consultant Unified Communications (TS/SCI FS Poly),Force 3,3.3,"Annapolis Junction, MD",$99K-$126K ,-1,"TECHNICAL CONSULTANT – UNIFIED COMMUNICATIONS (TS/SCI FS POLY REQUIRED)

Position Summary:

Force 3, a Sirius Company, is looking for a Technical Consultant, with a current TS/SCI FS Poly security clearance, to work at Annapolis Junction. Talented Technical Consultant to work on our UC Delivery Team supporting a multiyear program that will reach both CONUS and OCONUS sites. You’ll work with Cisco technologies to deliver customer specific solutions around UC & Video. Our UC team is seeking someone who wants to join a group of talented engineers and work collaboratively with our customers and other engineers. We’re looking for someone who possesses professional consulting attributes driven towards 100% customer success.

Primary Duties and Responsibilities:

As a Technical Consultant – Unified Communications, you will combine your technical expertise with Cisco UC products and your customer service focus in order to drive successful delivery initiatives for our Unified Communications Practice.

Your specific duties as a Technical Consultant – Unified Communications will include:

• Primarily responsible for creating Cisco UC product configurations based on the customer requirements

• Primarily responsible for technical post-sales delivery

• Research and recommendation of new technologies and solutions

• Work collaboratively with sales and engineers to provide our customers with 100% success and be a true advisor

• Travel is required and would cover CONUS and OCONUS for one Federal Program

Basic Qualifications:

• A current TS/SCI FS POLY security clearance is required

• Bachelor’s degree in Computer Science, or a related field

• Travel is required within CONUS and OCONUS 50% (flexible)

Other Position Requirements:

• Minimum 5 years direct applicable experience working with Cisco Route & Switch, UC and Video related products

• Expert Level Cisco Unified Communications Skills with:

o Communication Manager (CUCM), Session Management Edition (SME) to manage the multiple CUCM Clusters, Cisco Unity Connection (CUC) for Voice Mail, Telepresence, Meeting Server, QOS, etc., VTS Servers with CMR for Conferencing, Cisco ISR-4451 Gateways, UCS Server for the Prime Collaboration Assurance, VNS Expressway, Video Teleconferencing Systems (VTS), and Tanderg

• Must have a CCNA-Voice/Collaboration or CCNA-R&S, CCVP or CCNP certification or must be willing to obtain within 90 days of employment.

Preferred Qualifications:

• Cisco Partnership experience is highly desired

• Must be able to communicate clearly and effectively in both written and verbal form

• Motivated by challenges and has strong sense of commitment to objectives

• Detail-oriented and organized with an inquisitive nature that is open to learning from all sources

• Ability to foster strong relationships at all levels

Benefits you will receive:

• Competitive Compensation

• Health, Dental, and Vision coverage

• 401(k) Retirement Plan

• Ample time off starting with a generous PTO policy and 12 Holidays

• Training & Educational reimbursement

• Awards: We celebrate and recognize our employees!

• Referral Bonuses

• A variety of company social events

• Opportunities to give back to the community

• And much more…

Serving federal agencies for over 25 years, Force 3 has a wealth of knowledge and resources to offer best practice solutions that achieve optimal outcomes and meet compliance guidelines. Together with our parent company Sirius Computer Solutions, we offer a comprehensive range of solutions backed by an expert team of engineers and the highest levels of partnership with leading manufacturers. From design to deployment, support, and maintenance, our technology solutions and services are designed with a constant focus on supporting our customers’ missions. We prioritize your success – and we don’t succeed unless you do.

Force 3 is a Cisco Gold Partner, Dell Technologies GSA Authorized Partner, F5 Platinum Partner, IBM Platinum Business Partner, NetApp Star Partner, Nutanix Master Partner, Palo Alto Networks Diamond Partner, Splunk Elite Partner, Tenable Platinum Partner, and VMware Premier Partner.

Force 3 is an equal opportunity/affirmative action employer committed to a diverse and inclusive workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status or any other basis prohibited by law.

U.S. citizenship is required for most positions and selected applicants will be subject to a background check and/or government security investigation.","/Overview/Working-at-Force-3-EI_IE25839.11,18.htm"
Small Business Consultant - Eastgate FC/Cincinnati OH,Bank of America,3.7,"Cincinnati, OH",$45K-$59K ,-1,"Job Description:

At Bank of America, we handle the finances of over 67 million client relationships every day, including helping them save, borrow and invest for today and for their future. We stand by our clients each and every day giving them the power to realize their personal and business financial goals and help make their financial lives better. If you join our team, we’ll count on you to care for, advise and guide our small business clients when they need us most – whether they’re just starting out, expanding or managing the day-to-day. We’re looking for people with passion and drive to provide comprehensive financial solutions to our small business clients. You’ll be empowered to deliver the full spectrum of business and personal financial solutions to meet our client’s needs and help make their financial lives better.

As part of the Bank of America team, Small Business Consultants have access to industry-leading products and services, award-winning platforms and client education – all designed to meet the unique life priorities of our clients. Small Business Consultants partner closely with financial center employees as part of one team that delivers exceptional client care – your role will be to acquire and deepen small business relationships through face–to- face meetings. You’ll actively connect with our clients through outbound telephone calls and execute consistent follow-up routines to meet their needs. The Small Business Consultant role is a great step toward a rewarding and successful career. At this stage, you’ll start building the relationships that can shape your career, and be exposed to the products, platforms, and tools needed to serve clients.

From day one, you’ll receive training from our award-winning Academy at Bank of America, including hands-on practice, personalized coaching and dedicated support throughout your on-boarding experience. With demonstrated success, you’ll have the opportunity to advance into leadership roles such as a Small Business Banker Manager, or advance into other client professional roles– with unlimited opportunity to grow throughout the company.

We’ll help you

• Get training and one-on-one coaching from managers who are invested in your success. You’ll enroll in The Academy to develop as a consultant.

• Build a quality external network of business relationships within your small business banking community.

• Leverage the power of our company by working closely with internal and external partners to take advantage of the full capabilities of the bank.

• Provide small business related guidance to financial center associates through huddles and team meetings.

• Effectively balance sales performance, operational risk and client relationship care.

As a consultant, you can look forward to

• Unlimited potential for financial growth and incentive awards for meeting goals.

• Growing your network to eventually grow your business. Leverage our relationships with one out of two U.S. households. You’ll interact with banking clients and small business owners alike. You will also tap into a range of experts, from lending officers to financial solutions advisors.

• Robust marketing support to reach wider audiences with greater appeal.

• Ongoing professional development to deepen your skills and optimize your talent as the industry evolves and changes.

We’re a culture that

• Believes in responsible growth and has a proven dedication to supporting the communities we serve.

• Provides continuous training and developmental opportunities to help people achieve their goals, whatever their background or experience.

• Believes diversity makes us stronger, so we can reflect, connect to and meet the diverse needs of our clients and customers around the world.

• Is committed to advancing our tools, technology and ways of working. We always put our clients first to meet their evolving needs.

Required skills:

• Has demonstrated experience and proven success with business to business sales, or small business banking.

• Has strong communication skills with the ability to effectively influence clients.

• Has effective customer service skills with ability to manage the full client end-to-end experience and problem resolution.

• Has a proven sales track record.

• Is able to build productive partnerships and working relationships.

• Is experienced with outbound phone sales.

Desired skills:

• Experience with financial information, spreadsheets and financial skills.

• Experience with inperson customer service and sales.

• Experience working with small business clients.

• Experience meeting or exceeding goals.

• A working knowledge of small business products and services.

• Bilingual skills.

Shift:1st shift (United States of America)Hours Per Week:40
Learn more about this role
","/Overview/Working-at-Bank-of-America-EI_IE8874.11,26.htm"
