title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Technical Business Analyst (Investment Banking),The Execu|Search Group,,"Boston, MA",-1,-1,"Job Title Technical Business Analyst Location Boston, MA (Remote for the time being) Job Type Contract Duration Open ended contract position We are looking to add a Technical BA to our team to help drive applications and projects in a Java environment. Among traditional Business Analyst duties, this person will be responsible for digging into the codebase when they're able to help fix bugs and work closely with engineers. This Technical BA will need to have investmentasset management experience as our internal applications are complex and leverage several financial data sources. Responsibilities Collaborate closely with business end users and our development teams to take requirements and write software specifications. Utilize SQL for scripting and fetching data. Facilitate communication between various stakeholders and engineering team members. Create mock-ups if needed Assist quality assurance with the development of detailed test plans and test cases Experience Several years of experience working as a BA in a highly technical environment. InvestmentAsset Management industry experience is required. Must have strong SQL skills The ability to read Java code and fix bugs is highly preferred Experience with Angular would be nice to have but is not required. Working knowledge of several Agile methodologies such as SCRUM, Kanban, ScrumLess and SAFe Bachelor's degree, preferably in a technical major Understanding of programming languages and object-oriented concepts",
STF Management - Research Analyst,CNA Corporation,3.3,"Arlington, VA",$75K-$150K ,-1,"Tuesday, July 7, 2020

The Systems, Tactics, and Force Development division works on projects to help the Department of the Navy and other government agencies develop and procure the next generation of weapons systems, sensors, networks, and platforms to ensure America's defense in the 21st century.
Primary Purpose

Serve as an important contributing team member on projects or lead smaller/less complex activities. Demonstrate analytical competence.

Duties and/or Responsibilities

1 Develop sound analytic frameworks and associated analytic methodologies/ techniques for addressing both structured and unstructured problems. Consistently produce high quality analysis.

2 Develop and maintain broad, general institutional knowledge of primary clients/sponsors; their culture, organization, and issues.

3 Support business development efforts and/or marketing activities by maintaining strong client relationships through high quality work, increasing the visibility of our work, and other related activities such as proposal preparation.

4 Interact with sponsors/clients under the supervision of an experienced colleague, and with study POCs independently.

5 Make significant contributions to research publications and analytic products for individual projects.

6 Communicate results of work in a clear and concise fashion. Effectively communicate one-on-one and in groups. Document work efficiently and accurately. Effectively present work to colleagues, sponsors, and small audiences that are familiar with content.

7 Work with minimal or no guidance on focused, well-structured pieces of projects. Work under closer supervision on more complex, less-structured tasks. Serve as task lead for pieces of projects by managing own activities. May lead small projects under the supervision of an RTL/CMD.

8 Exhibit a positive attitude in interactions with colleagues and clients/sponsors. Provide clear guidance to colleagues on tasks. Take responsibility for own actions and outcomes.

9 Perform other duties as assigned.

Requirements

1 Education: Minimum Master’s degree in a relevant field or equivalent experience, PhD preferred.

2 Experience: Typical minimum requirements PhD & 0+ years or Master’s & 2+ years of experience in research and analysis.

3 Skills: Ability to make significant contributions to projects/analyses; Strong analytic curiosity/ creativity; Ability to operate independently in the execution of assignments; Ability to work in a multi-disciplinary environment; Strong critical thinking skills; Knowledge of research techniques; Strong planning and organizational skills; Excellent interpersonal, oral and written communication skills; Ability to interact positively and somewhat independently with clients.

4 Other: Ability to obtain and maintain an Active Secret Security Clearance.

CNA is committed to providing equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, religion, color, sex (including pregnancy, gender identity, and sexual orientation), parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, or other non-merit based factors. In addition to federal legal requirements, CNA complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. These protections extend to all terms and conditions of employment, including recruiting and hiring practices, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training and career development programs. For more information about EEO protections, please view the EEO is the Law poster.To be considered for hire, all individuals applying for positions with CNA are subject to a background investigation. For positions requiring access to classified information, U.S. citizenship is required. Individuals will also be subject to an additional government background investigation, and continued employment eligibility is contingent upon the ability to obtain and maintain an active security clearance.
Other details


 Job Family

 Research

 Job Function

 Career Path I - Research

 Pay Type

 Salary



","/Overview/Working-at-CNA-Corporation-EI_IE224351.11,26.htm"
Financial Analyst,Gallagher & Associates,2.9,"Silver Spring, MD",$41K-$65K ,-1,"The Financial Analyst will assist in the development and execution of key market analyses, summary reports, and client presentations. S/he will lead in performing project-based data research, financial modelling, and presentation reporting. S/he will provide direct support to the GMS leadership team in service to the firm’s clients as trusted advisors, throughout a project’s lifecycle, or from concept to opening and daily operations. S/he will coordinate her/his individual actions with both internal and project teams to deliver the highest level of customer service to our clients. The ideal candidate will possess keen analytical and organizational skills, as well as a strong collaborative mindset and interpersonal communication approach.

As a member of our diverse group your responsibilities will include:


Audience segmentation (e.g., residents, tourists, K-12 students) and demographic research by geographic market
Comparable cultural institution research by location proximity and related topic area
General market area research and analysis (e.g., economy, development, etc.)
General cultural institution performance research and analysis (e.g., IRS 990s, income statement, balance sheet, cash flow statements, donation summaries)
Industry Database research and analysis (e.g., attendance, salary ranges
Budget vs. actual performance analysis
Admissions ticket pricing and market positioning
Component revenues and expenses (e.g., retail, food & beverage, private events)
Financial modeling of future prospective operations
Full- and Part-time staffing schedules and reporting relationships (i.e., Organizational charting)
Breakeven, sensitivity, and scenario planning analyses
Departmental expense analysis (e.g., staffing, utilities, security)
Space Utilization Planning and analysis
Operational contract review and comparison analysis
Return on Investment analysis (e.g., Payback, IRR, NPV, support of mission, etc.)
Assist with business development activities for new GMS pursuits

Maintain an understanding of exhibit and museum development including feasibility, project financing, design, graphic design, media production and exhibit fabrication, general construction, and operations
Maintain familiarity with museum industry standards: AAM guidelines, operational strategies

Skills and Knowledge

The successful candidate should have strong analytical, quantitative, research and problem solving skills. An individual who can produce innovative insights from research and analysis. You should be able to think independently within structured guidelines, proactively communicate and possess a demonstrated history of the following:


Ability to solve practical problems and deal with variables in situations that are often ambiguous
Strong business partnering and effective communication as part of a cross-functional team
Organizational, project and time management skills resulting in strong follow through on multiple, on-going large and small tasks
Ability to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form
Capacity to properly set and maintain priorities in a changing environment
Solid understanding of business accounting principles, financial metrics and the use spreadsheet programs
Consistency in performance, results and attention to details
Provide clear and concise reporting

Basic Qualifications

BS/BA Degree in Finance, Accounting, or other business-related major and/or 1-5 years related experience in business/financial or strategic analysis required, preferably within management consulting industry
Intermediate to advanced experience with key analytical and presentation software, including Microsoft Excel/Google Sheets and Microsoft Powerpoint/Google Slides. Should have the ability to create queries, macros, pivot tables, formulas and link spreadsheets/slides.
Adept at comprehending proprietary databases
Strong business communication skills (written and oral)
Competency and comfort in public-speaking
Pleasant teamworking demeanor and attitude towards collaboration

Benefits Include:

Competitive Salary, Vacation, Sick, and Personal Holiday, Company Paid Holidays, Flexible Spending Accounts (FSA), Employee Referral Bonus Program, Medical Plan & Dental Plan, Summer Fridays and more…

Our Culture

It is an exciting time to join the GMS/G&A team and we have the core values to prove it — Excellence, Impact, Integrity & Balance shape our future and are designed and defined to help our team understand the link between strategy and culture. These values explain how the day-to-day translates into supporting aligned efforts and goals across the board. Join us as we continue to develop our culture together, to fit our style and your success!

OUR VISION:

We will synthesize the digital and physical worlds in innovative ways like no one else.

OUR MISSION:

We integrate our diverse capabilities in order to deliver unrivaled experiences.

OUR VALUES & WAYS OF WORKING @ the Jr/Mid/Sr Level:

EXCELLENCE

We are committed to creating our best work:

Build working relationships with team members and cross-functional colleagues to come up with your best work
Seek different perspectives, inputs and feedback when working through hurdles
Get out there and see what’s new in the world of design; request a conference or team field trip for inspiration

We create a culture of curiosity and learning:

Be passionately curious; show eagerness to learn
Challenge assumptions and suggest different approaches
Stay current in our area of expertise; G&A, and our industry
Applaud others for their accomplishments
Share helpful information and best practices with team members

Always be proactive:

Do not over-commit yourself; speak up
Utilize resources (i.e. people, templates, workshop request, supplies) to meet your goals and needs
Be detail-oriented in all that you do (spell check!) to put your best foot forward

We are true ambassadors:

Follow G&A on social media (“like” our photos; make suggestions for improvements)
Give marketing something cool to post about your or your work contributions
Be credible and always put your best foot forward

IMPACT

We are locally and globally conscious:

Say no to plastic and use less paper around the office
Bring a new perspective to our clients—think sustainability where it counts

Inclusion brings us together:

Take ownership of how your work supports the shared objectives of the team
Understand the work of your team and how it contributes to the project/team priorities
Look for opportunities to help your neighbor when in need: printing, guidance, support, get out and go for a walk or take a lunch break together to break up the monotony

INTEGRITY

Trust and respect is a must:

Be intentional and respectful in all conversations
Listen with an open mind to different viewpoints
Be responsive, on time, and on task for your team; work together and be honest with each other when challenges arise

We have open lines of communication:

Stay up-to-date on company news (e.g. newsletter, Instagram—follow @GandA_Design)
Ensure your manager and team members are kept informed of progress or hurdles—they can help!
Listen and ask questions to gather information and understand other viewpoints
Explore new ways to be more efficient

BALANCE

Adaptability is key:

Always think beyond the problem and toward the solution
Be flexible and responsive to changes in priorities
Embrace new ways of doing things

Work-Life blend for success:

Take time to unwind
Take lunch
Participate in a wellness activity or challenge

To Apply

Please send resume and digital portfolio as a PDF file to hr@gallagherdesign.com

Apply Now","/Overview/Working-at-Gallagher-and-Associates-EI_IE318872.11,35.htm"
Financial Analyst,Environmental Defense Fund,4.0,"New York, NY",$40K-$69K ,-1,"OverviewWith world attention on both the environment and the economy, Environmental Defense Fund (EDF) is where policymakers and business leaders turn for win-win solutions. By focusing on strong science, uncommon partnerships and market-based approaches, we tackle urgent threats with practical solutions. We are one of the world's largest environmental organizations, with more than two million members and a staff of approximately 700 scientists, economists, policy experts, and other professionals around the world. We operate in 22 geographies with unique projects running across four programs. You will be part of a vibrant workplace that welcomes diverse perspectives, talents and contributions, where innovation and results are a way of life.EDF envisions a world in which people from all backgrounds and experiences feel connected to the environmental challenges we face and are engaged in creating durable, equitable solutions. We seek talented candidates who share the Core Values that allow us to experiment courageously in our work while staying true to who we've been as an organization for 50 years. Are you a results oriented individual who is passionate about creating environmental solutions that make a lasting difference in the world? Do you respect diverse perspectives, talents and contributions? Do you value innovation and enjoy designing and using a wide range of problem-solving tools? Do you embrace environmental goals with a sense of optimism while taking into account real-world dynamics? If you have integrity and a strong desire to uphold a commitment to science, rigorous analysis, intellectual honesty and ethical action, then EDF is the place for you.ResponsibilitiesOverall FunctionAs a member of the Finance Department, the Financial Analyst will provide technical and decision support to the organization's department operations that may include Administration, Information Technology, Human Resources, Finance, Legal & Compliance, and Global Operations, as well as program operations and grants management. S/he will assist in the annual budget submission process and in developing more effective reporting of the budget and actuals throughout the fiscal year.The Financial Analyst will be tasked to organize data, build spreadsheets and financial reports, review contracts and grants, perform financial analysis and projections and reconcile variances. This position reports to the Director and will work closely with other Program and Department Financial Analysts, colleagues in Finance, and Senior Management.Key Responsibilities* Organize data and create clear and accurate presentations, including spreadsheets, graphics, and insightful summary material* Support Program and Department staff to produce timely month-end reports of actual vs. budget results, ensuring accuracy and completeness; investigate, analyze and explain variances from budget for income and expense line items* Assist in the preparation of financial reports for various stakeholders, including internal management, funders, etc.; identify variances and issues in budget management* Work with program management, program staff, finance staff and development staff to assist in the development of department annual budget submissions* Assist in financial operations including those related to invoices, coding of expense items, and review of organizational and department-specific financial and operational processes* Conduct analysis that support regular (weekly and monthly) review of financial performance* Participate in process improvement initiatives across the organization as it relates to finance* Participate in departmental meetings and trainings* Perform ad-hoc financial analytics that will provide decision-making support on strategic initiatives* Work on special projects as assigned by Finance Leadership and CFOQualifications* Bachelor's degree in Business Administration, Finance, or Accounting* Minimum 2-4 years of progressive experience in a Finance and Accounting department within a non-profit organization with a B.A., or advanced degree with at least 2 years' experience. International non-profit experience is a plus* Demonstrated familiarity of GAAP; thorough understanding of non-profit accounting principles and grants management* Government grant reporting experience is a plus* Proven knowledge of budgeting, forecasting, and reporting: the ability to perform complex financial analysis and to create insight from a large-scale general ledger* Detail-oriented: the ability to spot trends and ensure accuracy* Experienced in MS Office Suite, with expertise in Excel: the ability to develop formulas, pivot tables, charts and spreadsheets that clearly present data to facilitate decision-making by management* Excellent communication, interpersonal, and diplomatic skills: the ability to effectively liaise with colleagues in a diverse environment* Solid organizational and problem-solving skills: the ability to be flexible under pressure with changing priorities, and perform well in a fast-paced team environment* Self-motivated: the ability to work productively and independently* Experience with forecasting, budgeting and reporting software packages is requiredEnvironmental Defense Fund is an equal opportunity employer where an applicant's qualifications are considered without regard to race, color, religion, sex, national origin, age, disability, veteran status, genetic information, sexual orientation, gender identity or expression, or any other basis prohibited by law.","/Overview/Working-at-Environmental-Defense-Fund-EI_IE33202.11,37.htm"
Financial Analyst,"EMCOR Group, Inc.",3.0,"Cincinnati, OH",$47K-$74K ,-1,"About Us:EMCOR Facilities Services (EFS), an EMCOR core business, services over 1 billion square feet of commercial space across the United States. From corporate campuses to single sites, EFS provides a range of services that support mission-critical areas of financial services, manufacturing, pharmaceutical, transportation, and education sectors.Job Title:Financial AnalystJob Summary:The Financial Analyst will be responsible for developing and maintaining reporting / analytics for both internal and direct external customers. This positions interacts directly with the account teams and customers to provide data insights into profitability and contract adherence. The Financial Analyst also supports internal FP&A activities on a monthly basis. A key responsibility will be the auditing / communicating of financial information to ensure that systems are maintained to contractual changes. Must be highly organized with strong analytical, project management and communication skills.Essential Duties and Responsibilities:* Responsible for working with account teams to build customer facing analytics, insure and drive contract adherence / performance and track internal variances to plan* Manage financial information in JDE and Operating systems to ensure financial targets are being met* Required to monitor and analyze the data measures and drive corrective action to operations as needed. Coordinates with all levels of management and field operations to drive communication and accountability of key metrics/business and budget performance* Perform Financial Audits of existing and new accounts to ensure compliance* Lead role in development of Annual plan and monthly forecast projections* Work with Finance Team to standardize daily, weekly, monthly financial reporting and communication of resultsEducation:* Bachelor's Degree in Finance or related fieldQualifications:* 0 - 2 Years in Finance & Business management* Highly skilled at analyzing, interpreting, and using data to collaborate, identify best practices and areas for improvement, and drive results* Strong understanding of financial analysis, analytical thinking, and project management skills* Self-starter, creative problem-solver, results oriented, and ability to get the job doneWe offer our employees a competitive salary and comprehensive benefits package and are always looking for individuals with the talent and skills required to contribute to our continued growth and success. Equal Opportunity Employer/Veterans/Disabled.","/Overview/Working-at-EMCOR-Group-Inc-EI_IE3564.11,26.htm"
Financial Analyst,"Dole Food Company, Inc.",4.0,"Charlotte, NC",$45K-$69K ,-1,"GENERAL DESCRIPTION/PRIMARY PURPOSE

The Financial Analyst is responsible for preparing and maintaining revenue and expense estimations each accounting period as well as preparing the complete annual DOCE operational budget. In addition, the position produces analytical reports and analysis in order to assist DOCE management in accomplishing its strategic and tactical objectives. Also, position is responsible for accrual analysis in conjunction with Finance Manager to produce accurate financial reporting.

MAJOR RESPONSIBILITIES AND TASK/DUTIES OF THE POSITION

Prepare revenue estimations on a detailed Vessel/Voyage/Direction (VVD) level, which builds into service level by period.
Prepare and submit period estimate as well as variance analysis to Dole Tropical Products (DTP) with approval of Vice President DOCE.
Work in conjunction with DOCE Operations Director to estimate period ad hoc operational expenses.
Prepare a second estimate of revenue and expense for DOCE Finance Manager at the end of each period that will be used as the basis of the accrued expenses. The accrual must comply with basic accounting principles.
Prepare a ""weekly revenue report” and distribute to DOCE, agents, and DTP logistics to be used as an indicator of cargo performance against budget (both current and past).
Prepare operational budget (revenue and expenses) at customer level. Budget information is obtained from DOCE contracted agents and requires review with DOCE finance, operations, pricing, and management.
Prepare variance analysis of actual expenses vs. operating budget on a service level each period and as required by DOCE Finance Manager and Vice President.
Work with DOCE Pricing Manager to calculate DOCE revenue in US, by trade lane (inbound and outbound), and the quantity of TEU's (containers) by quarter, in order to comply with Federal Maritime Commission regulations.
Maintain and update the New Estimate System - NES (ports, rates, vessels, general costs, fixed costs, spending authorities, exchanges rates, and routes) in order to prepare the estimations and to maintain an historical database.
Assist in special projects as required and complete management presentations for DOCE Vice President.
Prepares annual DOCE sales meeting working templates for sales representative target revenue and volume goals.


Required SkillsEducation: BS/BA in Business/Finance required

Language Requirements: English, Spanish knowledge helpful

Work Experience: 3-5 years business/cost accounting/financial analysis experience required.

Other: 
Excellent understanding of US GAAP, financial statements, and financial reporting required
Advance proficiency in Microsoft Office applications (Word, Excel, Power Point) required.
Knowledge of Hyperion Financial Management (HFM) preferred
AS/400 -JDE knowledge
Able to function in an industrial environment, including the ability to sit and use a computer for extended periods of time; ability to answer phones, and utilize a variety of office equipment. Ability to lift a minimum of 15 lbs. and reach overhead.

TRAVEL REQUIREMENTS

Domestic and international travel will be required

EEO STATEMENT: All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability. Required Experience

Job Location

Charlotte, US-NC
","/Overview/Working-at-Dole-Food-Company-Inc-EI_IE136.11,32.htm"
Financial Analyst,ATS Automation Tooling,3.6,"Rolling Meadows, IL",$47K-$71K ,-1,"
Financial Analyst

 Apply now »


Apply now





 Start apply with LinkedIn




 Start apply with Xing



 Apply Now



Start




Please wait...




a.dialogApplyBtn {

 display: none;

 }
Date: Jul 10, 2020

Location:

 Rolling Meadows, IL, US, 60008-3833#job-location.job-location-inline {

 display: inline;

 }Company:

 ATS Automation
Join the Winning Team at ATS sortimat USA, LLC, a great place to automate your future! Take your place among the best in the business, and grow your career with ATS sortimat. Join an environment where a passion for innovation is combined with an uncompromised commitment to quality.

Benefits ATS sortimat offers:

* Medical/Dental/Vision

* 401k

* Fitness Membership Reimbursement

* Paid Volunteer Time Off

* Plus more
Job Description Join the ATS sortimat Finance team in this entry level finance role!

Responsibilities:

Review Project Managers' (PM) forecasts for accuracy
Prepare financial analyses; comment on monthly project variances
Partake in revenue forecasting
Assist in the month/quarter/year end reporting & annual planning
Prepare bid & cash flows
Administration of contracts in progress:



Setup/maintain job control sheets for customer contracts & change orders
Setup/maintain projects in JD Edwards; ensure consistency of job margins are consistent with the PM's forecast
Monitor project milestone billings; ensure that progress billings are up to date




Additional Information Qualifications:

Bachelor’s Degree om Business or Accounting, CPA preferred
Previous exposure to Percentage of Completion Accounting a plus
Exposure to a manufacturing or job cost accounting environment a plus
Ability to communicate effectively with people at all levels of the organization
Ability to work independently and as part of a team
Strong analytical, financial reporting and accounting skills as well superior computer skills (advanced knowledge of Excel, JD Edwards experience a plus)
Hands-on, detail and results-oriented and able to consistently meet deadlines
Ability to speak, write, and understand English




Apply now »


Apply now 





 Start apply with LinkedIn




 Start apply with Xing



 Apply Now



Start




Please wait...




a.dialogApplyBtn {

 display: none;

 }
","/Overview/Working-at-ATS-Automation-Tooling-EI_IE8004.11,33.htm"
Equipment Finance Contract Analyst,Wells Fargo,3.6,"Cedar Rapids, IA",$33K-$66K ,-1,"Job DescriptionImportant Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume prior to submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as Personal Cell or Cellular in the contact information of your application.

At Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Wholesale Banking provides financial solutions to businesses across the United States and globally. Our four major business lines include Corporate & Investment Banking, Commercial Banking, Commercial Real Estate, and Wells Fargo Commercial Capital. We also have groups in credit risk, group risk, finance, marketing, human relations, and the Wholesale Chief Operating Office that support our businesses.

Wells Fargo Commercial Capital (WFCC) combines Wholesales secured lending businesses including Commercial Distribution Finance (CDF), Corporate Trust Services (CTS), Wells Fargo Capital Finance (WFCF) and Wells Fargo Equipment Finance (WFEF). This consolidated group of businesses helps customers leverage their companys assets into flexible financing solutions. WFCC is a leading contributor to Wholesales revenue, assets, and net income.

Wells Fargo Equipment Finance (WFEF) is a leading bank-owned equipment leasing and finance company in the U.S. with a portfolio exceeding $48.9 billion, more than 133,000 active customers and 1,100+ team members with coverage in all 50 states and Canada. WFEF provides a full spectrum of financing and lease options for customers equipment and capital expenditure requirements through Wells Fargo business, commercial and corporate banking channels, relationships with equipment manufacturers and distributors and direct to market. WFEF has Industry and Asset-type specialists devoted to Construction Equipment, Commercial and Specialty Vehicles, Healthcare, Energy/Marine, Solar, Vendor Finance Programs and Corporate/Private Aircraft.

The Equipment Finance Contract Analyst is responsible for documenting and/or coordinating legal activities for the most complex commercial lease and loan documentation, including documentation purchased from third party sources, with internal staff and the Corporate Legal group. Serves as primary liaison between Credit, Sales, and Legal. Work collaboratively with Credit, Sales and Legal regarding proper procedures and documentation requirements necessary to have successful completion of negotiated documentation. Functions include reviewing and negotiating complex legal documentation, drafting non standard documents, evaluating risks, assisting staff in devising strategies to mitigate documentation risk and identifying procedural modifications. Will interface directly with external WF Customer, WF Legal as well as outside legal counsel. Will provide training and guidance to other team members and may assist in periodic audits of lease and loan contracts for portfolio purchases. Position assists in the development of education and support materials for company s sales and operations staff for legal issues arising from the contract process, and in the development of standard form documentation. Performs other related duties as directed by manager.

Team members support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business units risk appetite and all risk and compliance program requirements.Required Qualifications

5+ years of equipment finance experience, loan documentation experience, or a combination of both

Desired Qualifications

Advanced Microsoft Excel skillsKnowledge and understanding of equipment finance and leasingAbility to navigate multiple computer systems, applications, and utilize search tools to find informationAbility to work independently on complex issuesExcellent verbal, written, and interpersonal communication skillsExtensive knowledge and understanding of commercial lease, loan documentation, structures, and legal issues relative to secured financingIntermediate Microsoft Word skillsStrong analytical skills with high attention to detail and accuracyLeadership skills

Street AddressIA-Cedar Rapids: 1010 Thomas Edison Boulevard - Cedar Rapids, IADisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.

Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.","/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm"
Sr. Financial Analyst (or) FP&A Manager,Health Catalyst,4.5,"Salt Lake City, UT",$76K-$117K ,-1,"Our mission is to be the catalyst for massive, measurable, data-informed healthcare improvement through:

Data: integrate data in a flexible, open & scalable platform to power healthcare’s digital transformation​Analytics: deliver analytic applications & services that generate insight on how to measurably improve​Expertise: provide clinical, financial & operational experts who enable & accelerate improvement​Engagement: attract, develop and retain world-class team members by being a best place to work​

Job Role: Sr. Financial Analyst or FP&A Manager (present/future)

Location: Salt Lake City, UT

Travel:

Job Summary

We’re looking for a smart, hard-working, and humble finance professional who will optimize Health Catalyst’s financial performance, and further its worthwhile mission, by operating the company’s financial model and leading several forecasting and budgeting initiatives.

This role will be responsible for modeling a broad range of business units and cost centers across Health Catalyst including Technology, Professional Services, Life Sciences, and various other investments across R&D and S&M. This applicant will spend most of his or her time in Excel and Adaptive Insights building out forecasts and identifying risks and opportunities for improvement. Additionally, to be successful in the role, the analyst must partner with the leadership teams of several cost centers to facilitate budget creation, execution, and measurement of performance. The company will rely on this team member to highlight areas for improvement within both headcount and non-headcount cost trends, analyze staffing and operational efficiencies, assess profitability of investments, and provide accurate forecasts to be used both internally and externally. In every aspect of this role, this person’s work product will be highly visible and relied upon by the company across multiple levels - from the finance team to the executive leadership team.

Compensation and title are flexible based on candidate’s experience level.

Primary Duties & Responsibilities

Management of key aspects of the Health Catalyst financial model including budget creation, monthly/quarterly/annual forecast updates, and deep understanding of gross margin trends, risks, and opportunitiesGuide the annual budgeting process and semi-annual budget updates across multiple cost centersFinancial model development and improvement to increase accuracy and simplicity both in Excel and in Adaptive InsightsClose coordination with department leads to assess and manage financial performanceMeasurement of return on investment across a variety of sales and marketing initiativesBenchmarking Health Catalyst performance and efficiency relative to comparable companies and work with leadership to establish goalsIntegration of acquisition financial models into Health Catalyst workflowPrepare management reports to present to the department leads, executive team, and the Board of Directors

Targeted Skills

Strong work ethicOutstanding attention to detailOwnership mentality and flexibility to jump between workstreams while maintaining timelinesAdvanced Excel skills related to building dynamic financial models in an acquisition/investment scenarioDeep understanding of key business drivers and financial profile Demonstrates keen interest in learning and growthStrong communications skills both written and verbalExperience with Adaptive Insights

Education & Relevant Experience

Bachelor’s degree2-6 years of finance experience (FP&A, Investment Banking, Accounting, VC/PE, and/or Management Consulting)

The above statements describe the general nature and level of work being performed in this job function. They are not intended to be an exhaustive list of all duties, and indeed additional responsibilities may be assigned by Health Catalyst.

At Health Catalyst, we appreciate the opportunity to benefit from the diverse backgrounds and experiences of others. Because of our deep commitment to respect every individual, Health Catalyst is an equal opportunity employer.","/Overview/Working-at-Health-Catalyst-EI_IE746219.11,26.htm"
Investment Banking Associate,Brown Gibbons Lang & Company,3.3,"Cleveland, OH",$24K-$71K ,-1,"Investment Banking Associates at Brown Gibbons Lang & Company (BGL) have a strategic position and will oversee the preparation of financial analyses, conduct due diligence, develop offering presentation materials, and participate in the structuring and execution of a wide variety of transactions. Associates assume an integral role in transaction execution and client interaction, as well as participation in marketing efforts and identifying prospective clients.

This position is located onsite in our downtown Cleveland, OH, office.Associate Responsibilities:BGL Investment Banking Associates enjoy a high level of involvement at every stage of the transaction and frequently interact with senior level bankers and management of client companies. They are active contributors during every phase of the transaction process and are integral to each transaction team. Additionally, Associates work closely with senior bankers to assist with their new business efforts.

Associates act as primary processors of transactions and proposals. Associates are expected to master all aspects of transaction execution, including new business presentations, financial modeling and analysis, industry research, and preparation of other written materials.

Associates are required to have the ability to work on two to three transactions at any one time. As they become more experienced, Associates will be expected to manage transactions along with senior bankers and help coordinate the activities of team members, clients, attorneys, and accountants.Job Responsibilities:

Supporting senior bankers in transaction execution and client management
Performing financial analysis
Identifying potential investors, buyers, acquisition targets or merger partners
Conducting industry research
Participating in new business development
Cultivating analyst development

Associate Qualifications:

Candidates for this position should be dynamic, highly-motivated individuals with a sincere enjoyment of their work and should demonstrate a commitment to excellence in all tasks and to the growth of the firm as a leader in the middle market.

Successful candidates possess the following characteristics:

Bachelor's Degree required, MBA preferred
Two or more years of previous experience in Investment Banking
Outstanding academic record
Strong accounting and financial modeling knowledge and experience
Excellent interpersonal skills
Excellent written and verbal communication skills
Ambitious team player with commitment to excellence

Brown Gibbons Lang & Company does not accept unsolicited resumes through search firms or recruiting agencies.","/Overview/Working-at-Brown-Gibbons-Lang-and-Company-EI_IE31104.11,41.htm"
